comment,date,drug,effectiveness,ease of use,satisfaction
"I have been taking this medicine since March 2008. It is the most effective one I have ever taken for overall depression, mood swings, bad anxiety, and bipolar disorder. It keeps me chilled out so I can relax and be myself, and not panicky and irrational like I can be when it gets bad. Different medicines work for different people, but after Zoloft, Paxil, and Effexor not doing it for me, this was a godsend. I am not advertising for this medicine, this is just what works for me. I recommend to anyone who has any or all of these symptoms to not lose hope and keep an open mind to medicine when therapy isn't enough. If the first or the next rx doesn't work, be patient and keep trying-everyone has a formula that will help make their lives liveable again.",4/1/2010 1:19:38 AM,citalopram oral,4.0,5.0,5.0
I have been taking this for the last 6 months now and I actually feel like myself now! There was a time where I would think I was going crazy and be in a really bad mood for no reason at all and now I don't feel like that at all!! I would recommend this medication to anyone and the only side effects that I have noticed was seeing something run across the floor when there is nothing there. I can deal with that rather than my husband wanting to smack me(lol) for being so moody! ,3/31/2010 2:57:57 AM,citalopram oral,5.0,5.0,5.0
It has really improved my mood swings and anxiety attacks.,3/28/2010 10:21:11 PM,citalopram oral,3.0,5.0,3.0
"edges and depressed ,under alot of strss in house.",3/28/2010 12:55:58 PM,citalopram oral,5.0,5.0,5.0
It has really helped with my depression.  I am not depressed at all anymore.  For the first month I experienced nausea and headaches but not anymore.  I ran out of pills for a week or so and experienced extreme depression and anxiety attacks.  So just make sure you don't run out!,3/25/2010 2:07:06 AM,citalopram oral,4.0,5.0,4.0
still have depression,3/24/2010 9:42:27 PM,citalopram oral,3.0,4.0,3.0
its good for me when i remember to take it. ,3/27/2010 4:45:35 AM,citalopram oral,4.0,3.0,4.0
it is somewhat helpfull,3/24/2010 10:10:42 AM,citalopram oral,3.0,4.0,3.0
"Went from being suicidal to an even tempered, somewhat serene patient.  Still suffering greatly from spinal stenosis, gout, trigger finger and arthritis.  Also suffeering to dry mouth resulting from throat radiation for Lymphoma/throat. Attending a very good pain clinic.",3/23/2010 12:59:10 PM,citalopram oral,5.0,5.0,5.0
too many side effects,3/22/2010 10:54:02 AM,citalopram oral,1.0,1.0,1.0
"After the death of a child i was on the sedative bromazepam for 17 years.I decided i wanted to change my life so i looked for a physiciatrist who prescribed citalopram.After 2 really bad years i perservered and got off bromazepham.citalopram totaly changed my life,I have been on 40 mg.for 5 years now and no regrets.You have to find out what dose suits you,i went to 60 mg.and my anxiety was skyhigh so more is not always better.As far as weight i stay fit and am a steady 190 lbs.No unusual hair loss.Sexually sometimes alittle soft but thats why oral comes in handy and sometimes she often enjoys multiple orgasms so i feel like a real stud lol!Like they say it takes 4-6 weeks but when you find your good dose it is really life changing.I hope it works for you and live it a day at a time.Thanks",3/21/2010 1:20:50 PM,citalopram oral,5.0,5.0,5.0
i found stressfull situations much easier to cope with and felt calm,3/20/2010 1:06:39 PM,citalopram oral,3.0,5.0,4.0
i`v found it hard for me to think and say what i`m thinking at the same my brain is slow and i`m having panic attack at times,3/18/2010 8:57:09 PM,citalopram oral,3.0,3.0,3.0
"symptoms has gone ... no mood swings, feelings of being overwhelmed ... no 'down' days ... i have been on a low dose for about 4 yrs.",3/15/2010 9:03:56 AM,citalopram oral,5.0,5.0,5.0
"I have been taking this med for about a year and have been pretty much been satisfied, however I did ask my doctor to increase the dose from 20mg to 40mg today. While taking it I notice no weight difference but I ran out about a week ago and have been starving every since. My sex drive has decreased slightly but not probematic. Biggest problem I have with this drug is I sometimes forget to take it.",3/12/2010 4:16:02 PM,citalopram oral,5.0,3.0,5.0
"I've been on Celexa for about 10 years now. It has continued to be very effective for me, without even having to increase my dosage. Before I began taking Celexa, I'd been on several other medications for my bi-polar disorder. Other medications would stop working and my doctor would have to figure out the next one to try. I know everyone reacts to medications differently, but I'm so thankful this one has continued to work for me.",3/10/2010 2:51:21 AM,citalopram oral,5.0,5.0,5.0
Citalopram is a small easy pill to take each day and it has totally brought me out of a slump that I have been experiencing in my life at age 54.,3/10/2010 12:02:57 AM,citalopram oral,4.0,4.0,4.0
I no longer can take this drug because it may react on the central nervous system because I have to take Percocet or Vocodin for severe back pain. I will be having back surgery in two or three weeks and I've reduced the amount I take.  Also I believe this drug has cause severe hair loss in the past 6 months because I've taken it for so long.,3/9/2010 10:35:54 PM,citalopram oral,3.0,5.0,3.0
I have been using this drug for about 1 year and have not experienced any side effects. This is a wonder drug for me!,3/7/2010 4:24:48 PM,citalopram oral,5.0,5.0,5.0
I felt the difference very shortly after taking the medication.  The only bad thing I have seen is when I have forgotten to take it a few times I can tell because I start getting lightheaded and dizzy.,3/7/2010 1:00:03 AM,citalopram oral,4.0,4.0,5.0
I have been on med for over a year and had great results. Very little sexual side affects. I do want to sleep more than normal.,3/6/2010 11:18:00 PM,citalopram oral,4.0,4.0,5.0
"I started on 20 mg. Before it adjusted to my body i had a very stiff and painful neck. Didn't do much for my depression. Was increased to 40. If i took it too late in the evening didn't want to get up in the morning. Changed time to mid day and it balances out. Had to up dosage to 60 (which is 1 1/2 pills) now Im walking on sunshine. I feel good overall. No more crying, depression or fear of dying.",3/5/2010 12:01:14 PM,citalopram oral,5.0,5.0,4.0
I originally was on a 20 mg dosage-but still had anxiety moments-when it was increased to 40mg.I noticed a big change in my attitude in a sense that the little things that used to bother me the most were subsided.,3/4/2010 1:49:11 PM,citalopram oral,4.0,4.0,4.0
I have suffered Obsessive Compulsive disorder for a few years and am currently taking 60mg.  It has worked wonders for me.,3/3/2010 8:55:02 PM,citalopram oral,4.0,5.0,4.0
they switched from regular citalopram to  citalopram HBR and i had an allergic reaction. What is the difference between the two. I broke out into a rash concerned Tracey,3/2/2010 8:33:29 PM,citalopram oral,3.0,3.0,3.0
"Over the past year I was under a tremendous amount of stress that ultimately manifested itself in panic attacks and insomnia. The insomnia I could handle, but the panic attacks were becoming unmanagable.  I  started on 10 mg of this drug and bumped up to 20 mg after 6 weeks.  
This drug helped me greatly.  No more panic attacks or constant anxiety.  My insomnia also has eased up.
This drug has helped me handle my stress and address my life problems with a clear head, not muddled with acute anxiety.
There are side effects such as vivid dreams and loss of appetite, but nothing that I find hard to handle.
This drug has helped me.",3/2/2010 11:29:20 AM,citalopram oral,5.0,5.0,5.0
I'VE BEEN TAKING THIS MEDICATION FOR ABOUT 8 YEARS NOW-I SUFFER FROM MANIC DEPRESSION.IT HAS HELPED-MAYBE NOT COMPLETELY BUT ENOUGH FOR ME TO DEAL WITH THE REST.I TAKE A WHOLE TABLET AND A HALF.THIS IS GOOD MEDICINE AND I KNOW BECAUSE I WENT THROUGH SEVERAL DIFFERENT PILLS AND THIS HELPED THE BEST.MAYBE NOW I NEED SOMETHING STRONGER BUT I'M JUST GONNA STICK TO THIS FOR NOW.I WAS TOLD IF THIS STOPS HELPING ME I'LL HAVE TO GO TO THE HOSPITAL FOR SHOTS-I DON'T WANT THAT.,3/1/2010 6:36:14 PM,citalopram oral,4.0,5.0,4.0
I was in a really bad car accident about a year ago! once i recovered and was off my IV in the hospital it was reallt hard for me to fall asleep and actuallt stay asleep. i was given and Rx for Citalopram and so far it seems to be working for me very well i am able to fall asleep and stay asleep and not wake up in the middle of the night for no reason!!,2/26/2010 11:09:57 PM,citalopram oral,4.0,4.0,4.0
When first starting my med I experienced very bad headaches.  I gradually got used to it but every so often if i dont take it on time i start getting a slight headache ,2/25/2010 5:31:05 PM,citalopram oral,5.0,4.0,4.0
"The first 5-6 days were a little weird with some slight dizzyness, headache, and feeling drowsy. But after that, it worked perfectly for me for about 4 months at the 20 mg level. Then my symptoms started to come back, so now my doctor has put me on 30 mg and I am currently waiting for that dosage to kick in. ",2/25/2010 10:10:48 AM,citalopram oral,4.0,5.0,4.0
"I have been on this med for about 9 months..I take at night due to sleepiness.  Huge difference in how I feel...really works!! Side effects I have are yawning, night sweats, and I am a little forgetful now...my husband says thats okay he will take the new me over the old me anyday!!!",2/24/2010 11:31:06 AM,citalopram oral,5.0,5.0,5.0
" Able to sleep soundly at night and stopped having horrific dreams.  This drug may cause optical/visual problems and impair driving ability?

",2/23/2010 4:27:30 PM,citalopram oral,4.0,3.0,3.0
